State, Year, Enrolled Agencies, Participating, Enrolled
OH,2019,"Vinton County Sheriff's Office",Yes,Yes
OH,2019,"Wadsworth Police Department",Yes,Yes
OH,2019,"Waverly Police Department",Yes,Yes
OH,2019,"Wayne County Sheriff's Office",,Yes
OH,2019,"Weathersfield Police Department",Yes,Yes
OH,2019,"West Carrollton Police Department",Yes,Yes
OH,2019,"Wickliffe Police Department",Yes,Yes
OH,2019,"Williamsburg Police Department",Yes,
OH,2019,"Willoughby Police Department",Yes,Yes
OH,2019,"Willowick Police Department",,Yes
OH,2019,"Wilmington Police Department",Yes,Yes
OH,2019,"Woodlawn Police Department",Yes,Yes
OH,2019,"Woodsfield Police Department",Yes,Yes
OH,2019,"Wooster Police Department",Yes,Yes
OH,2019,"Youngstown Police Department",Yes,Yes
OK,2019,"Achille Police Department",Yes,Yes
OK,2019,"Adair County Sheriff's Office",Yes,Yes
OK,2019,"Ada Police Department",Yes,Yes
OK,2019,"Afton Police Department",Yes,Yes
OK,2019,"Agra Police Department",Yes,Yes
OK,2019,"Alcoholic Beverage Control, Oklahoma City",Yes,Yes
OK,2019,"Alfalfa County Sheriff's Office",Yes,Yes
OK,2019,"Allen Police Department",Yes,Yes
OK,2019,"Altus Police Department",Yes,Yes
OK,2019,"Alva Police Department",Yes,Yes
OK,2019,"Anadarko Police Department",Yes,Yes
OK,2019,"Antlers Police Department",Yes,Yes
OK,2019,"Apache Police Department",Yes,Yes
OK,2019,"Arcadia Police Department",Yes,Yes
OK,2019,"Ardmore Police Department",Yes,Yes
OK,2019,"Arkoma Police Department",Yes,Yes
OK,2019,"Atoka County Sheriff's Office",Yes,Yes
OK,2019,"Atoka Police Department",Yes,Yes
OK,2019,"Barnsdall Police Department",Yes,Yes
OK,2019,"Bartlesville Police Department",Yes,Yes
OK,2019,"Beaver County Sheriff's Office",Yes,Yes
OK,2019,"Beaver Police Department",Yes,Yes
OK,2019,"Beckham County Sheriff's Office",Yes,Yes
OK,2019,"Beggs Police Department",Yes,Yes
OK,2019,"Bernice Police Department",Yes,Yes
OK,2019,"Bethany Police Department",Yes,Yes
OK,2019,"Big Cabin Police Department",Yes,Yes
OK,2019,"Bixby Police Department",Yes,Yes
OK,2019,"Blackwell Police Department",Yes,Yes
OK,2019,"Blaine County Sheriff's Office",Yes,Yes
OK,2019,"Blanchard Police Department",Yes,Yes
OK,2019,"Boise City Police Department",Yes,Yes
OK,2019,"Bokchito Police Department",Yes,Yes
OK,2019,"Bokoshe Police Department",Yes,Yes
OK,2019,"Boley Police Department",Yes,Yes
OK,2019,"Boswell Police Department",Yes,Yes
OK,2019,"Bristow Police Department",Yes,Yes
OK,2019,"Broken Arrow Police Department",Yes,Yes
OK,2019,"Broken Bow Police Department",Yes,Yes
OK,2019,"Bryan County Sheriff's Office",Yes,Yes
OK,2019,"Buffalo Police Department",Yes,Yes
OK,2019,"Burns Flat Police Department",Yes,Yes
OK,2019,"Butler Police Department",Yes,Yes
OK,2019,"Cache Police Department",Yes,Yes
OK,2019,"Caddo County Sheriff's Office",Yes,Yes
OK,2019,"Caddo Police Department",Yes,Yes
OK,2019,"Calera Police Department",Yes,Yes
OK,2019,"Calumet Police Department",Yes,Yes
OK,2019,"Cameron University",Yes,Yes
OK,2019,"Canadian County Sheriff's Office",Yes,Yes
OK,2019,"Caney Police Department",Yes,Yes
OK,2019,"Canton Police Department",Yes,Yes
OK,2019,"Canute Police Department",Yes,Yes
OK,2019,"Capitol Park Police",Yes,Yes
OK,2019,"Carnegie Police Department",Yes,Yes
OK,2019,"Carney Police Department",Yes,Yes
OK,2019,"Carter County Sheriff's Office",Yes,Yes
OK,2019,"Cashion Police Department",Yes,Yes
OK,2019,"Catoosa Police Department",Yes,Yes
OK,2019,"Chandler Police Department",Yes,Yes
OK,2019,"Checotah Police Department",Yes,Yes
OK,2019,"Chelsea Police Department",Yes,Yes
OK,2019,"Cherokee County Sheriff's Office",Yes,Yes
OK,2019,"Cherokee Police Department",Yes,Yes
OK,2019,"Cheyenne Police Department",Yes,Yes
OK,2019,"Chickasha Police Department",Yes,Yes
OK,2019,"Choctaw County Sheriff's Office",Yes,Yes
OK,2019,"Choctaw Police Department",Yes,Yes
OK,2019,"Chouteau Police Department",Yes,Yes
OK,2019,"Cimarron County Sheriff's Office",Yes,Yes
OK,2019,"Claremore Police Department",Yes,Yes
OK,2019,"Clayton Police Department",Yes,Yes
OK,2019,"Cleo Springs Police Department",Yes,Yes
OK,2019,"Cleveland County Sheriff's Office",Yes,Yes
OK,2019,"Cleveland Police Department",Yes,Yes
OK,2019,"Clinton Police Department",Yes,Yes
OK,2019,"Coal County Sheriff's Office",Yes,Yes
OK,2019,"Coalgate Police Department",Yes,Yes
OK,2019,"Colbert Police Department",Yes,Yes
OK,2019,"Colcord Police Department",Yes,Yes
OK,2019,"Collinsville Police Department",Yes,Yes
OK,2019,"Comanche County Sheriff's Office",Yes,Yes
OK,2019,"Comanche Nation",Yes,Yes
OK,2019,"Comanche Police Department",Yes,Yes
OK,2019,"Commerce Police Department",Yes,Yes
OK,2019,"Copan Police Department",Yes,Yes
OK,2019,"Cordell Police Department",Yes,Yes
OK,2019,"Cotton County Sheriff's Office",Yes,Yes
OK,2019,"Covington Police Department",Yes,Yes
OK,2019,"Coweta Police Department",Yes,Yes
OK,2019,"Coyle Police Department",Yes,Yes
OK,2019,"Craig County Sheriff's Office",Yes,Yes
OK,2019,"Creek County Sheriff's Office",Yes,Yes
OK,2019,"Crescent Police Department",Yes,Yes
OK,2019,"Cushing Police Department",Yes,Yes
OK,2019,"Custer County Sheriff's Office",Yes,Yes
OK,2019,"Davenport Police Department",Yes,Yes
OK,2019,"Davis Police Department",Yes,Yes
OK,2019,"Delaware County Sheriff's Office",Yes,Yes
OK,2019,"Del City Police Department",Yes,Yes
OK,2019,"Department of Agriculture and Forestry Service Law Enforcement Section",Yes,Yes
OK,2019,"Department of Public Safety Communication Center",Yes,Yes
OK,2019,"Department of Public Safety, Enid",Yes,Yes
OK,2019,"Department of Public Safety, Muskogee",Yes,Yes
OK,2019,"Department of Public Safety, Vinita",Yes,Yes
OK,2019,"Depew Police Department",Yes,Yes
OK,2019,"Dewar Police Department",Yes,Yes
OK,2019,"Dewey County Sheriff's Office",Yes,Yes
OK,2019,"Dewey Police Department",Yes,Yes
OK,2019,"Dibble Police Department",Yes,Yes
OK,2019,"District Attorney's Office, Lawton",Yes,Yes
OK,2019,"Drumright Police Department",Yes,Yes
OK,2019,"Duncan Police Department",Yes,Yes
OK,2019,"Durant Police Department",Yes,Yes
OK,2019,"East Central University",Yes,Yes
OK,2019,"Edmond Police Department",Yes,Yes
OK,2019,"Elgin Police Department",Yes,Yes
OK,2019,"Elk City Police Department",Yes,Yes
OK,2019,"Ellis County Sheriff's Office",Yes,Yes
OK,2019,"Elmore City Police Department",Yes,Yes
OK,2019,"El Reno Police Department",Yes,Yes
OK,2019,"Enid Police Department",Yes,Yes
OK,2019,"Erick Police Department",Yes,Yes
OK,2019,"Eufaula Police Department",Yes,Yes
OK,2019,"Fairfax Police Department",Yes,Yes
OK,2019,"Fairview Police Department",Yes,Yes
OK,2019,"Fletcher Police Department",Yes,Yes
OK,2019,"Forest Park Police Department",Yes,Yes
OK,2019,"Fort Cobb Police Department",Yes,Yes
OK,2019,"Fort Gibson Police Department",Yes,Yes
OK,2019,"Fort Supply Police Department",Yes,Yes
OK,2019,"Fort Towson Police Department",Yes,Yes
OK,2019,"Frederick Police Department",Yes,Yes
OK,2019,"Garfield County Sheriff's Office",Yes,Yes
OK,2019,"Garvin County Sheriff's Office",Yes,Yes
OK,2019,"Geary Police Department",Yes,Yes
OK,2019,"Glencoe Police Department",Yes,Yes
OK,2019,"Glenpool Police Department",Yes,Yes
OK,2019,"Goodwell Police Department",Yes,Yes
OK,2019,"Gore Police Department",Yes,Yes
OK,2019,"Grady County Sheriff's Office",Yes,Yes
OK,2019,"Grandfield Police Department",Yes,Yes
OK,2019,"Grand River Dam Authority Lake Patrol",Yes,Yes
OK,2019,"Granite Police Department",Yes,Yes
OK,2019,"Grant County Sheriff's Office",Yes,Yes
OK,2019,"Greer County Sheriff's Office",Yes,Yes
OK,2019,"Grove Police Department",Yes,Yes
OK,2019,"Guthrie Police Department",Yes,Yes
OK,2019,"Guymon Police Department",Yes,Yes
OK,2019,"Guymon Public Schools",Yes,Yes
OK,2019,"Haileyville Police Department",Yes,Yes
OK,2019,"Hall Park Police Department",Yes,Yes
OK,2019,"Hammon Police Department",Yes,Yes
OK,2019,"Harmon County Sheriff's Office",Yes,Yes
OK,2019,"Harper County Sheriff's Office",Yes,Yes
OK,2019,"Harrah Police Department",Yes,Yes
OK,2019,"Hartshorne Police Department",Yes,Yes
OK,2019,"Haskell County Sheriff's Office",Yes,Yes
OK,2019,"Haskell Police Department",Yes,Yes
OK,2019,"Healdton Police Department",Yes,Yes
OK,2019,"Heavener Police Department",Yes,Yes
OK,2019,"Helena Police Department",Yes,Yes
OK,2019,"Hennessey Police Department",Yes,Yes
OK,2019,"Henryetta Police Department",Yes,Yes
OK,2019,"Highway Patrol, Lawton",Yes,Yes
OK,2019,"Highway Patrol, Oklahoma City",Yes,Yes
OK,2019,"Highway Patrol, Troop B",Yes,Yes
OK,2019,"Hinton Police Department",Yes,Yes
OK,2019,"Hobart Police Department",Yes,Yes
OK,2019,"Holdenville Police Department",Yes,Yes
OK,2019,"Hollis Police Department",Yes,Yes
OK,2019,"Hominy Police Department",Yes,Yes
OK,2019,"Hooker Police Department",Yes,Yes
OK,2019,"Howe Police Department",Yes,Yes
OK,2019,"Hughes County Sheriff's Office",Yes,Yes
OK,2019,"Hugo Police Department",Yes,Yes
OK,2019,"Hulbert Police Department",Yes,Yes
OK,2019,"Hydro Police Department",Yes,Yes
OK,2019,"Idabel Police Department",Yes,Yes
OK,2019,"Inola Police Department",Yes,Yes
OK,2019,"Jackson County Sheriff's Office",Yes,Yes
OK,2019,"Jay Police Department",Yes,Yes
OK,2019,"Jefferson County Sheriff's Office",Yes,Yes
OK,2019,"Jenks Police Department",Yes,Yes
OK,2019,"Jenks Public Schools",Yes,Yes
OK,2019,"Jet Police Department",Yes,Yes
OK,2019,"Johnston County Sheriff's Office",Yes,Yes
OK,2019,"Jones Police Department",Yes,Yes
OK,2019,"Kaw City Police Department",Yes,Yes
OK,2019,"Kay County Sheriff's Office",Yes,Yes
OK,2019,"Kellyville Police Department",Yes,Yes
OK,2019,"Kenefic Police Department",Yes,Yes
OK,2019,"Keota Police Department",Yes,Yes
OK,2019,"Ketchum Police Department",Yes,Yes
OK,2019,"Keyes Police Department",Yes,Yes
OK,2019,"Kiefer Police Department",Yes,Yes
OK,2019,"Kingfisher County Sheriff's Office",Yes,Yes
OK,2019,"Kingfisher Police Department",Yes,Yes
OK,2019,"Kingston Police Department",Yes,Yes
OK,2019,"Kiowa County Sheriff's Office",Yes,Yes
OK,2019,"Kiowa Police Department",Yes,Yes
OK,2019,"Konawa Police Department",Yes,Yes
OK,2019,"Krebs Police Department",Yes,Yes
OK,2019,"Lahoma Police Department",Yes,Yes
OK,2019,"Lamont Police Department",Yes,Yes
OK,2019,"Langley Police Department",Yes,Yes
OK,2019,"Langston Police Department",Yes,Yes
OK,2019,"Langston University",Yes,Yes
OK,2019,"Latimer County Sheriff's Office",Yes,Yes
OK,2019,"Laverne Police Department",Yes,Yes
OK,2019,"Lawton Police Department",Yes,Yes
OK,2019,"Le Flore County Sheriff's Office",Yes,Yes
OK,2019,"Lexington Police Department",Yes,Yes
OK,2019,"Lincoln County Sheriff's Office",Yes,Yes
OK,2019,"Lindsay Police Department",Yes,Yes
OK,2019,"Locust Grove Police Department",Yes,Yes
OK,2019,"Logan County Sheriff's Office",Yes,Yes
OK,2019,"Lone Grove Police Department",Yes,Yes
OK,2019,"Longdale Police Department",Yes,Yes
OK,2019,"Love County Sheriff's Office",Yes,Yes
OK,2019,"Luther Police Department",Yes,Yes
OK,2019,"Madill Police Department",Yes,Yes
OK,2019,"Madill Public Schools",Yes,Yes
OK,2019,"Major County Sheriff's Office",Yes,Yes
OK,2019,"Mangum Police Department",Yes,Yes
OK,2019,"Mannford Police Department",Yes,Yes
OK,2019,"Marietta Police Department",Yes,Yes
OK,2019,"Marlow Police Department",Yes,Yes
OK,2019,"Marshall County Sheriff's Office",Yes,Yes
OK,2019,"Maud Police Department",Yes,Yes
OK,2019,"Mayes County Sheriff's Office",Yes,Yes
OK,2019,"Maysville Police Department",Yes,Yes
OK,2019,"McAlester Police Department",Yes,Yes
OK,2019,"McAlester Public Schools",Yes,Yes
OK,2019,"McClain County Sheriff's Office",Yes,Yes
OK,2019,"McCurtain County Sheriff's Office",Yes,Yes
OK,2019,"McCurtain Police Department",Yes,Yes
OK,2019,"McIntosh County Sheriff's Office",Yes,Yes
OK,2019,"McLoud Police Department",Yes,Yes
OK,2019,"Medicine Park Police Department",Yes,Yes
OK,2019,"Meeker Police Department",Yes,Yes
OK,2019,"Miami Police Department",Yes,Yes
OK,2019,"Mid-America Christian University",Yes,Yes
OK,2019,"Midwest City Police Department",Yes,Yes
OK,2019,"Minco Police Department",Yes,Yes
OK,2019,"Mooreland Police Department",Yes,Yes
OK,2019,"Moore Police Department",Yes,Yes
OK,2019,"Morrison Police Department",Yes,Yes
OK,2019,"Morris Police Department",Yes,Yes
OK,2019,"Mounds Police Department",Yes,Yes
OK,2019,"Mountain View Police Department",Yes,Yes
OK,2019,"Muldrow Police Department",Yes,Yes
OK,2019,"Murray County Sheriff's Office",Yes,Yes
OK,2019,"Murray State College",Yes,Yes
OK,2019,"Muskogee County Sheriff's Office",Yes,Yes
OK,2019,"Muskogee Police Department",Yes,Yes
OK,2019,"Mustang Police Department",Yes,Yes
OK,2019,"Newcastle Police Department",Yes,Yes
OK,2019,"Newkirk Police Department",Yes,Yes
OK,2019,"Nichols Hills Police Department",Yes,Yes
OK,2019,"Nicoma Park Police Department",Yes,Yes
OK,2019,"Ninnekah Police Department",Yes,Yes
OK,2019,"Noble County Sheriff's Office",Yes,Yes
OK,2019,"Noble Police Department",Yes,Yes
OK,2019,"Norman Police Department",Yes,Yes
OK,2019,"Norman Public Schools",Yes,Yes
OK,2019,"Northeastern Oklahoma A&M College",Yes,Yes
OK,2019,"Northeastern State University, Broken Arrow",Yes,Yes
OK,2019,"Northeastern State University, Tahlequah",Yes,Yes
OK,2019,"North Enid Police Department",Yes,Yes
OK,2019,"Nowata County Sheriff's Office",Yes,Yes
OK,2019,"Nowata Police Department",Yes,Yes
OK,2019,"Oilton Police Department",Yes,Yes
OK,2019,"Okarche Police Department",Yes,Yes
OK,2019,"Okeene Police Department",Yes,Yes
OK,2019,"Okemah Police Department",Yes,Yes
OK,2019,"Okfuskee County Sheriff's Office",Yes,Yes
OK,2019,"Oklahoma City Police Department",Yes,Yes
OK,2019,"Oklahoma City University",Yes,Yes
OK,2019,"Oklahoma County Sheriff's Office",Yes,Yes
OK,2019,"Oklahoma State University, Main Campus",Yes,Yes
OK,2019,"Oklahoma State University, Okmulgee",Yes,Yes
OK,2019,"Oklahoma State University, Tulsa",Yes,Yes
OK,2019,"Okmulgee County Sheriff's Office",Yes,Yes
OK,2019,"Okmulgee Police Department",Yes,Yes
OK,2019,"Oologah Police Department",Yes,Yes
OK,2019,"Osage County Sheriff's Office",Yes,Yes
OK,2019,"Ottawa County Sheriff's Office",Yes,Yes
OK,2019,"Owasso Police Department",Yes,Yes
OK,2019,"Paden Police Department",Yes,Yes
OK,2019,"Panama Police Department",Yes,Yes
OK,2019,"Paoli Police Department",Yes,Yes
OK,2019,"Pauls Valley Police Department",Yes,Yes
OK,2019,"Pawhuska Police Department",Yes,Yes
OK,2019,"Pawnee County Sheriff's Office",Yes,Yes
OK,2019,"Pawnee Police Department",Yes,Yes
OK,2019,"Payne County Sheriff's Office",Yes,Yes
OK,2019,"Perkins Police Department",Yes,Yes
OK,2019,"Perry Police Department",Yes,Yes
OK,2019,"Picher Police Department",Yes,Yes
OK,2019,"Piedmont Police Department",Yes,Yes
OK,2019,"Pittsburg County Sheriff's Office",Yes,Yes
OK,2019,"Pocola Police Department",Yes,Yes
OK,2019,"Ponca City Police Department",Yes,Yes
OK,2019,"Pontotoc County Sheriff's Office",Yes,Yes
OK,2019,"Porter Police Department",Yes,Yes
OK,2019,"Porum Police Department",Yes,Yes
OK,2019,"Poteau Police Department",Yes,Yes
OK,2019,"Pottawatomie County Sheriff's Office",Yes,Yes
OK,2019,"Prague Police Department",Yes,Yes
OK,2019,"Pryor Police Department",Yes,Yes
OK,2019,"Purcell Police Department",Yes,Yes
OK,2019,"Pushmataha County Sheriff's Office",Yes,Yes
OK,2019,"Putnam City Campus",Yes,Yes
OK,2019,"Quinton Police Department",Yes,Yes
OK,2019,"Ralston Police Department",Yes,Yes
OK,2019,"Ramona Police Department",Yes,Yes
OK,2019,"Ringling Police Department",Yes,Yes
OK,2019,"Roger Mills County Sheriff's Office",Yes,Yes
OK,2019,"Rogers County Sheriff's Office",Yes,Yes
OK,2019,"Rogers State University",Yes,Yes
OK,2019,"Roland Police Department",Yes,Yes
OK,2019,"Rush Springs Police Department",Yes,Yes
OK,2019,"Ryan Police Department",Yes,Yes
OK,2019,"Salina Police Department",Yes,Yes
OK,2019,"Sallisaw Police Department",Yes,Yes
OK,2019,"Sand Springs Police Department",Yes,Yes
OK,2019,"Sandusky Police Department",Yes,Yes
OK,2019,"Sapulpa Police Department",Yes,Yes
OK,2019,"Sasakwa Police Department",Yes,Yes
OK,2019,"Sawyer Police Department",Yes,Yes
OK,2019,"Sayre Police Department",Yes,Yes
OK,2019,"Seiling Police Department",Yes,Yes
OK,2019,"Seminole County Sheriff's Office",Yes,Yes
OK,2019,"Seminole Police Department",Yes,Yes
OK,2019,"Seminole State College",Yes,Yes
OK,2019,"Sentinel Police Department",Yes,Yes
OK,2019,"Sequoyah County Sheriff's Office",Yes,Yes
OK,2019,"Shady Point Police Department",Yes,Yes
OK,2019,"Shattuck Police Department",Yes,Yes
OK,2019,"Shawnee Police Department",Yes,Yes
OK,2019,"Shidler Police Department",Yes,Yes
OK,2019,"Skiatook Police Department",Yes,Yes
OK,2019,"Snyder Police Department",Yes,Yes
OK,2019,"South Coffeyville Police Department",Yes,Yes
OK,2019,"Southeastern Oklahoma State University",Yes,Yes
OK,2019,"Southwestern Oklahoma State University",Yes,Yes
OK,2019,"Sparks Police Department",Yes,Yes
OK,2019,"Spavinaw Police Department",Yes,Yes
OK,2019,"Spencer Police Department",Yes,Yes
OK,2019,"Sperry Police Department",Yes,Yes
OK,2019,"Spiro Police Department",Yes,Yes
OK,2019,"Stephens County Sheriff's Office",Yes,Yes
OK,2019,"Stigler Police Department",Yes,Yes
OK,2019,"Stillwater Police Department",Yes,Yes
OK,2019,"Stilwell Police Department",Yes,Yes
OK,2019,"Stonewall Police Department",Yes,Yes
OK,2019,"Stratford Police Department",Yes,Yes
OK,2019,"Stringtown Police Department",Yes,Yes
OK,2019,"Stroud Police Department",Yes,Yes
OK,2019,"Sulphur Police Department",Yes,Yes
OK,2019,"Tahlequah Police Department",Yes,Yes
OK,2019,"Talala Police Department",Yes,Yes
OK,2019,"Talihina Police Department",Yes,Yes
OK,2019,"Tecumseh Police Department",Yes,Yes
OK,2019,"Temple Police Department",Yes,Yes
OK,2019,"Texas County Sheriff's Office",Yes,Yes
OK,2019,"Texhoma Police Department",Yes,Yes
OK,2019,"The Village Police Department",Yes,Yes
OK,2019,"Tillman County Sheriff's Office",Yes,Yes
OK,2019,"Tipton Police Department",Yes,Yes
OK,2019,"Tishomingo Police Department",Yes,Yes
OK,2019,"Tonkawa Police Department",Yes,Yes
OK,2019,"Tonkawa Tribal",Yes,Yes
OK,2019,"Tryon Police Department",Yes,Yes
OK,2019,"Tulsa Community College",Yes,Yes
OK,2019,"Tulsa County Sheriff's Office",Yes,Yes
OK,2019,"Tulsa Police Department",Yes,Yes
OK,2019,"Tupelo Police Department",Yes,Yes
OK,2019,"Tushka Police Department",Yes,Yes
OK,2019,"Tuttle Police Department",Yes,Yes
OK,2019,"Union City Police Department",Yes,Yes
OK,2019,"University Hospitals ",Yes,Yes
OK,2019,"University of Central Oklahoma",Yes,Yes
OK,2019,"University of Oklahoma, Health Sciences Center",Yes,Yes
OK,2019,"University of Oklahoma, Norman",Yes,Yes
OK,2019,"Valley Brook Police Department",Yes,Yes
OK,2019,"Valliant Police Department",Yes,Yes
OK,2019,"Verdigris Police Department",Yes,Yes
OK,2019,"Vian Police Department",Yes,Yes
OK,2019,"Vici Police Department",Yes,Yes
OK,2019,"Victory LIfe Police Department",Yes,Yes
OK,2019,"Vinita Police Department",Yes,Yes
OK,2019,"Wagoner County Sheriff's Office",Yes,Yes
OK,2019,"Wagoner Police Department",Yes,Yes
OK,2019,"Walters Police Department",Yes,Yes
OK,2019,"Warner Police Department",Yes,Yes
OK,2019,"Warr Acres Police Department",Yes,Yes
OK,2019,"Washington County Sheriff's Office",Yes,Yes
OK,2019,"Washington Police Department",Yes,Yes
OK,2019,"Washita County Sheriff's Office",Yes,Yes
OK,2019,"Watonga Police Department",Yes,Yes
OK,2019,"Watts Police Department",Yes,Yes
OK,2019,"Waukomis Police Department",Yes,Yes
OK,2019,"Waurika Police Department",Yes,Yes
OK,2019,"Wayne Police Department",Yes,Yes
OK,2019,"Waynoka Police Department",Yes,Yes
OK,2019,"Weatherford Police Department",Yes,Yes
OK,2019,"Webbers Falls Police Department",Yes,Yes
OK,2019,"Weleetka Police Department",Yes,Yes
OK,2019,"Wellston Police Department",Yes,Yes
OK,2019,"West Siloam Springs Police Department",Yes,Yes
OK,2019,"Westville Police Department",Yes,Yes
OK,2019,"Wetumka Police Department",Yes,Yes
